key,value
22428.0,"{""AN3"":-0.37035,""AN4"":2.6927,""AN5"":-3.9656,""AN6"":-0.74788,""AN7"":-0.7971,""AN8"":-14.58,""AN9"":-3.9733,""AN10"":-3.6339,""SPEED"":6.000864724265114E-4,""ID"":569.0,""TIMESTAMP"":""2020-06-09 11:54:07""}"
80471.0,"{""AN3"":-5.1941,""AN4"":-2.1928,""AN5"":3.425,""AN6"":6.0144,""AN7"":-6.3138,""AN8"":8.7175,""AN9"":-11.868,""AN10"":-2.5388,""SPEED"":9.589890693832003E-4,""ID"":705.0,""TIMESTAMP"":""2020-06-09 11:56:23""}"
23599.0,"{""AN3"":3.6512,""AN4"":0.30007,""AN5"":4.3624,""AN6"":2.8064,""AN7"":4.6586,""AN8"":-4.419,""AN9"":-9.1258,""AN10"":1.3149,""SPEED"":2.3408321030245893E-4,""ID"":591.0,""TIMESTAMP"":""2020-06-09 11:54:29""}"
6509.0,"{""AN3"":-0.90198,""AN4"":-5.7999,""AN5"":-3.1784,""AN6"":-1.5644,""AN7"":-2.8328,""AN8"":-0.22266,""AN9"":-6.342,""AN10"":-0.74277,""SPEED"":9.556793355501837E-4,""ID"":529.0,""TIMESTAMP"":""2020-06-09 11:53:27""}"
36320.0,"{""AN3"":1.553,""AN4"":-2.2292,""AN5"":-3.0323,""AN6"":-6.7404,""AN7"":6.6762,""AN8"":-7.5111,""AN9"":2.3541,""AN10"":-1.0923,""SPEED"":6.505239158616783E-4,""ID"":555.0,""TIMESTAMP"":""2020-06-09 11:53:53""}"
68624.0,"{""AN3"":-0.015045,""AN4"":-3.0213,""AN5"":1.3276,""AN6"":0.78226,""AN7"":0.41336,""AN8"":3.3855,""AN9"":-5.4741,""AN10"":-0.17611,""SPEED"":6.286460510134263E-4,""ID"":687.0,""TIMESTAMP"":""2020-06-09 11:56:05""}"
44852.0,"{""AN3"":0.2786,""AN4"":3.3385,""AN5"":-3.4303,""AN6"":-2.0226,""AN7"":7.6529,""AN8"":8.036,""AN9"":1.2314,""AN10"":2.1528,""SPEED"":1.5150273105890043E-4,""ID"":620.0,""TIMESTAMP"":""2020-06-09 11:54:58""}"
93779.0,"{""AN3"":-0.56418,""AN4"":1.1406,""AN5"":-4.4956,""AN6"":-5.481,""AN7"":6.0675,""AN8"":5.5497,""AN9"":4.2917,""AN10"":-4.4218,""SPEED"":8.286133574748538E-4,""ID"":510.0,""TIMESTAMP"":""2020-06-09 11:53:08""}"
51978.0,"{""AN3"":0.32378,""AN4"":-0.52166,""AN5"":7.8571,""AN6"":1.0093,""AN7"":-0.67394,""AN8"":-4.5261,""AN9"":-0.32948,""AN10"":-0.36577,""SPEED"":9.503387753071495E-4,""ID"":503.0,""TIMESTAMP"":""2020-06-09 11:53:01""}"
15453.0,"{""AN3"":-0.27466,""AN4"":-5.5979,""AN5"":-2.8608,""AN6"":-4.6257,""AN7"":3.2856,""AN8"":4.8814,""AN9"":-8.1995,""AN10"":2.2174,""SPEED"":4.831545125885746E-4,""ID"":561.0,""TIMESTAMP"":""2020-06-09 11:53:59""}"
27562.0,"{""AN3"":2.6938,""AN4"":-1.3419,""AN5"":-7.0411,""AN6"":-7.7499,""AN7"":2.4483,""AN8"":-11.285,""AN9"":-3.3742,""AN10"":2.3106,""SPEED"":7.379577231171887E-4,""ID"":585.0,""TIMESTAMP"":""2020-06-09 11:54:23""}"
37829.0,"{""AN3"":3.8518,""AN4"":-4.4518,""AN5"":7.4894,""AN6"":3.5414,""AN7"":3.5896,""AN8"":5.2524,""AN9"":-4.4269,""AN10"":0.97229,""SPEED"":5.27130597295844E-5,""ID"":720.0,""TIMESTAMP"":""2020-06-09 11:56:38""}"
61756.0,"{""AN3"":0.81422,""AN4"":-0.95186,""AN5"":-2.0524,""AN6"":-5.0781,""AN7"":8.4526,""AN8"":-5.3818,""AN9"":18.173,""AN10"":2.9038,""SPEED"":4.8762106539140614E-4,""ID"":631.0,""TIMESTAMP"":""2020-06-09 11:55:09""}"
26960.0,"{""AN3"":-2.5557,""AN4"":2.8069,""AN5"":-2.4218,""AN6"":-0.019168,""AN7"":0.37064,""AN8"":7.0187,""AN9"":0.12397,""AN10"":3.3966,""SPEED"":7.556734711984412E-4,""ID"":734.0,""TIMESTAMP"":""2020-06-09 11:56:52""}"
40418.0,"{""AN3"":0.99538,""AN4"":2.9732,""AN5"":1.0574,""AN6"":1.1649,""AN7"":-0.1905,""AN8"":9.5905,""AN9"":5.9776,""AN10"":1.9822,""SPEED"":3.212338149829451E-4,""ID"":610.0,""TIMESTAMP"":""2020-06-09 11:54:48""}"
46751.0,"{""AN3"":2.8868,""AN4"":-0.11479,""AN5"":-1.6443,""AN6"":-1.6684,""AN7"":-4.663,""AN8"":-1.6405,""AN9"":-0.8542,""AN10"":-0.010262,""SPEED"":9.234537258450304E-4,""ID"":705.0,""TIMESTAMP"":""2020-06-09 11:56:23""}"
97616.0,"{""AN3"":-4.4326,""AN4"":-0.89088,""AN5"":-3.9895,""AN6"":-9.1014,""AN7"":-4.1099,""AN8"":4.5845,""AN9"":-2.9389,""AN10"":4.5629,""SPEED"":3.8020337668292635E-4,""ID"":724.0,""TIMESTAMP"":""2020-06-09 11:56:42""}"
89327.0,"{""AN3"":0.54841,""AN4"":-7.2724,""AN5"":2.3831,""AN6"":-2.5924,""AN7"":5.8427,""AN8"":-2.818,""AN9"":9.1889,""AN10"":5.2072,""SPEED"":7.216693681873931E-4,""ID"":749.0,""TIMESTAMP"":""2020-06-09 11:57:07""}"
2843.0,"{""AN3"":-1.5345,""AN4"":0.78085,""AN5"":-2.8107,""AN6"":3.5833,""AN7"":-3.2871,""AN8"":12.936,""AN9"":-3.1692,""AN10"":2.3004,""SPEED"":8.856026451408945E-4,""ID"":540.0,""TIMESTAMP"":""2020-06-09 11:53:38""}"
75358.0,"{""AN3"":2.5099,""AN4"":-0.29031,""AN5"":-2.2373,""AN6"":-3.0148,""AN7"":-1.8566,""AN8"":-7.3809,""AN9"":-3.3026,""AN10"":3.3891,""SPEED"":9.731647027166902E-4,""ID"":714.0,""TIMESTAMP"":""2020-06-09 11:56:32""}"
29941.0,"{""AN3"":-0.53937,""AN4"":1.9097,""AN5"":-2.5711,""AN6"":2.9283,""AN7"":7.4777,""AN8"":-12.262,""AN9"":1.0479,""AN10"":-10.75,""SPEED"":7.944205160191544E-4,""ID"":662.0,""TIMESTAMP"":""2020-06-09 11:55:40""}"
49870.0,"{""AN3"":-0.20518,""AN4"":0.56881,""AN5"":2.7061,""AN6"":-6.5114,""AN7"":2.5695,""AN8"":-3.2914,""AN9"":-2.9185,""AN10"":-3.1213,""SPEED"":7.400726320025151E-4,""ID"":682.0,""TIMESTAMP"":""2020-06-09 11:56:00""}"
48589.0,"{""AN3"":-3.2218,""AN4"":3.7538,""AN5"":9.4781,""AN6"":-0.6754,""AN7"":-3.892,""AN8"":7.9923,""AN9"":6.7542,""AN10"":-3.7926,""SPEED"":8.991624991551348E-4,""ID"":537.0,""TIMESTAMP"":""2020-06-09 11:53:35""}"
19255.0,"{""AN3"":-0.15014,""AN4"":-1.7946,""AN5"":-0.31744,""AN6"":-5.3603,""AN7"":4.3932,""AN8"":-2.8551,""AN9"":-5.6802,""AN10"":-5.5523,""SPEED"":9.869931477374362E-4,""ID"":584.0,""TIMESTAMP"":""2020-06-09 11:54:22""}"
65903.0,"{""AN3"":1.1896,""AN4"":4.0204,""AN5"":-9.3176,""AN6"":-1.2159,""AN7"":-2.2562,""AN8"":-2.4655,""AN9"":-11.751,""AN10"":1.2972,""SPEED"":3.3131334659610025E-4,""ID"":617.0,""TIMESTAMP"":""2020-06-09 11:54:55""}"
88804.0,"{""AN3"":-1.7486,""AN4"":2.765,""AN5"":-3.8913,""AN6"":-7.5663,""AN7"":-0.48559,""AN8"":-1.8067,""AN9"":-2.5993,""AN10"":1.4967,""SPEED"":5.526843855187607E-4,""ID"":713.0,""TIMESTAMP"":""2020-06-09 11:56:31""}"
37699.0,"{""AN3"":-5.7219,""AN4"":1.8401,""AN5"":5.3544,""AN6"":-1.257,""AN7"":-4.1919,""AN8"":1.3199,""AN9"":15.403,""AN10"":-6.712,""SPEED"":2.832633051737402E-4,""ID"":655.0,""TIMESTAMP"":""2020-06-09 11:55:33""}"
30828.0,"{""AN3"":0.25762,""AN4"":-2.7707,""AN5"":3.4401,""AN6"":-0.65264,""AN7"":5.3517,""AN8"":1.7478,""AN9"":2.5142,""AN10"":2.53,""SPEED"":3.6822040327636366E-5,""ID"":657.0,""TIMESTAMP"":""2020-06-09 11:55:35""}"
48111.0,"{""AN3"":-1.9011,""AN4"":7.8131E-4,""AN5"":-1.6354,""AN6"":-0.053189,""AN7"":-2.5474,""AN8"":-6.0703,""AN9"":-1.2187,""AN10"":5.518,""SPEED"":8.73802608342553E-4,""ID"":580.0,""TIMESTAMP"":""2020-06-09 11:54:18""}"
61425.0,"{""AN3"":-0.15086,""AN4"":5.0252,""AN5"":-4.455,""AN6"":-0.63395,""AN7"":-2.2762,""AN8"":-6.9707,""AN9"":-6.8009,""AN10"":-1.2974,""SPEED"":2.632820685896119E-4,""ID"":700.0,""TIMESTAMP"":""2020-06-09 11:56:18""}"
21284.0,"{""AN3"":0.70461,""AN4"":0.59315,""AN5"":-1.108,""AN6"":-0.7444,""AN7"":1.4381,""AN8"":-1.1897,""AN9"":6.8566,""AN10"":5.2993,""SPEED"":1.228246978967551E-5,""ID"":719.0,""TIMESTAMP"":""2020-06-09 11:56:37""}"
45307.0,"{""AN3"":4.7649,""AN4"":-1.9008,""AN5"":3.971,""AN6"":1.1001,""AN7"":6.4391,""AN8"":-3.1707,""AN9"":-2.2635,""AN10"":-5.7015,""SPEED"":9.502080552320967E-4,""ID"":638.0,""TIMESTAMP"":""2020-06-09 11:55:16""}"
26475.0,"{""AN3"":-5.1847,""AN4"":7.0645,""AN5"":4.3739,""AN6"":4.1663,""AN7"":-0.14945,""AN8"":-4.8669,""AN9"":2.3437,""AN10"":0.90057,""SPEED"":7.158281852724279E-5,""ID"":549.0,""TIMESTAMP"":""2020-06-09 11:53:47""}"
17147.0,"{""AN3"":-4.9875,""AN4"":-1.6698,""AN5"":5.1726,""AN6"":2.0252,""AN7"":-0.7407,""AN8"":-1.1485,""AN9"":1.4785,""AN10"":-5.6707,""SPEED"":1.0914629067422033E-4,""ID"":561.0,""TIMESTAMP"":""2020-06-09 11:53:59""}"
74668.0,"{""AN3"":-3.0429,""AN4"":3.8432,""AN5"":5.8342,""AN6"":-3.132,""AN7"":6.26,""AN8"":-2.5934,""AN9"":8.5152,""AN10"":1.7553,""SPEED"":1.1359097564986143E-4,""ID"":537.0,""TIMESTAMP"":""2020-06-09 11:53:35""}"
3362.0,"{""AN3"":-1.3315,""AN4"":2.1101,""AN5"":3.7919,""AN6"":-0.83952,""AN7"":-3.0338,""AN8"":-0.45959,""AN9"":3.2655,""AN10"":-1.8514,""SPEED"":5.490206545966285E-4,""ID"":522.0,""TIMESTAMP"":""2020-06-09 11:53:20""}"
77409.0,"{""AN3"":-4.3463,""AN4"":0.2433,""AN5"":-0.26996,""AN6"":1.3675,""AN7"":-2.7941,""AN8"":9.11,""AN9"":-8.2117,""AN10"":2.3751,""SPEED"":4.381368832119975E-4,""ID"":740.0,""TIMESTAMP"":""2020-06-09 11:56:58""}"
83503.0,"{""AN3"":-5.8592,""AN4"":1.6011,""AN5"":-4.0234,""AN6"":-2.2848,""AN7"":-5.1739,""AN8"":7.0856,""AN9"":-10.185,""AN10"":5.9609,""SPEED"":5.005634006468825E-4,""ID"":713.0,""TIMESTAMP"":""2020-06-09 11:56:31""}"
76810.0,"{""AN3"":1.0273,""AN4"":2.3256,""AN5"":-2.6856,""AN6"":-3.8571,""AN7"":-3.21,""AN8"":0.75069,""AN9"":-6.5883,""AN10"":-1.8939,""SPEED"":6.268762971777541E-4,""ID"":622.0,""TIMESTAMP"":""2020-06-09 11:55:00""}"
40644.0,"{""AN3"":2.5132,""AN4"":2.6201,""AN5"":-1.1185,""AN6"":-7.8878,""AN7"":-0.65681,""AN8"":6.1974,""AN9"":-3.221,""AN10"":5.4963,""SPEED"":9.755741759228251E-4,""ID"":665.0,""TIMESTAMP"":""2020-06-09 11:55:43""}"
516.0,"{""AN3"":0.92375,""AN4"":3.5017,""AN5"":1.7029,""AN6"":-0.096195,""AN7"":2.2861,""AN8"":4.192,""AN9"":5.7099,""AN10"":-6.1587,""SPEED"":4.443583977794574E-4,""ID"":709.0,""TIMESTAMP"":""2020-06-09 11:56:27""}"
2511.0,"{""AN3"":2.1264,""AN4"":-2.8045,""AN5"":1.4781,""AN6"":1.4734,""AN7"":-5.1105,""AN8"":0.98955,""AN9"":-5.2523,""AN10"":4.731,""SPEED"":4.336399521112463E-4,""ID"":579.0,""TIMESTAMP"":""2020-06-09 11:54:17""}"
48405.0,"{""AN3"":-4.1073,""AN4"":2.8289,""AN5"":-0.27621,""AN6"":3.1004,""AN7"":5.7717,""AN8"":6.4361,""AN9"":-2.2672,""AN10"":2.6034,""SPEED"":9.066122903569124E-4,""ID"":700.0,""TIMESTAMP"":""2020-06-09 11:56:18""}"
47732.0,"{""AN3"":0.56537,""AN4"":2.0472,""AN5"":-3.2068,""AN6"":2.5346,""AN7"":3.8139,""AN8"":2.9671,""AN9"":11.464,""AN10"":-0.42876,""SPEED"":5.610657323258736E-4,""ID"":743.0,""TIMESTAMP"":""2020-06-09 11:57:01""}"
35137.0,"{""AN3"":1.2466,""AN4"":-1.5225,""AN5"":-5.9181,""AN6"":-14.583,""AN7"":-0.51474,""AN8"":7.9964,""AN9"":6.1838,""AN10"":-0.12089,""SPEED"":6.622426695813874E-4,""ID"":632.0,""TIMESTAMP"":""2020-06-09 11:55:10""}"
35984.0,"{""AN3"":-2.7976,""AN4"":-1.2571,""AN5"":-2.2828,""AN6"":-3.1986,""AN7"":-5.7788,""AN8"":1.0479,""AN9"":-1.5307,""AN10"":2.6794,""SPEED"":6.579680588556E-4,""ID"":632.0,""TIMESTAMP"":""2020-06-09 11:55:10""}"
7993.0,"{""AN3"":1.8989,""AN4"":1.779,""AN5"":1.6296,""AN6"":-6.1215,""AN7"":1.0511,""AN8"":9.2129,""AN9"":3.4309,""AN10"":-3.9423,""SPEED"":3.128482751993061E-4,""ID"":617.0,""TIMESTAMP"":""2020-06-09 11:54:55""}"
28973.0,"{""AN3"":-0.38327,""AN4"":-5.0843,""AN5"":-4.138,""AN6"":-4.4107,""AN7"":2.3626,""AN8"":-18.013,""AN9"":6.389,""AN10"":-2.4983,""SPEED"":4.32548988859904E-4,""ID"":744.0,""TIMESTAMP"":""2020-06-09 11:57:02""}"
94138.0,"{""AN3"":-0.73952,""AN4"":-1.1454,""AN5"":-0.87554,""AN6"":-2.1837,""AN7"":-5.1548,""AN8"":-1.8456,""AN9"":-5.9116,""AN10"":1.6047,""SPEED"":9.327019000025022E-4,""ID"":698.0,""TIMESTAMP"":""2020-06-09 11:56:16""}"
33012.0,"{""AN3"":0.82227,""AN4"":0.40142,""AN5"":1.1346,""AN6"":-0.23216,""AN7"":7.4654,""AN8"":-0.19885,""AN9"":-0.045154,""AN10"":2.5612,""SPEED"":9.614081839846044E-4,""ID"":742.0,""TIMESTAMP"":""2020-06-09 11:57:00""}"
74062.0,"{""AN3"":-2.8062,""AN4"":-3.1695,""AN5"":0.13224,""AN6"":3.5423,""AN7"":-3.011,""AN8"":-8.1856,""AN9"":-3.8799,""AN10"":0.61919,""SPEED"":1.9126237831537963E-4,""ID"":661.0,""TIMESTAMP"":""2020-06-09 11:55:39""}"
49032.0,"{""AN3"":0.091805,""AN4"":3.8071,""AN5"":-7.0928,""AN6"":-5.1487,""AN7"":-5.4667,""AN8"":-6.0811,""AN9"":0.07978,""AN10"":-1.0073,""SPEED"":3.7100397348643763E-4,""ID"":638.0,""TIMESTAMP"":""2020-06-09 11:55:16""}"
29744.0,"{""AN3"":-0.33084,""AN4"":-4.2694,""AN5"":1.5525,""AN6"":-1.879,""AN7"":1.1388,""AN8"":-1.6842,""AN9"":3.1453,""AN10"":3.9598,""SPEED"":5.72682233972873E-4,""ID"":618.0,""TIMESTAMP"":""2020-06-09 11:54:56""}"
7437.0,"{""AN3"":1.2632,""AN4"":-3.6413,""AN5"":-3.5533,""AN6"":-1.7271,""AN7"":-0.32531,""AN8"":13.418,""AN9"":8.0207,""AN10"":1.1162,""SPEED"":2.2074889467002E-4,""ID"":644.0,""TIMESTAMP"":""2020-06-09 11:55:22""}"
44605.0,"{""AN3"":-3.408,""AN4"":3.5398,""AN5"":1.6249,""AN6"":-10.943,""AN7"":6.0385,""AN8"":0.7599,""AN9"":18.018,""AN10"":1.9833,""SPEED"":9.74473181742657E-4,""ID"":625.0,""TIMESTAMP"":""2020-06-09 11:55:03""}"
96831.0,"{""AN3"":-3.2961,""AN4"":-1.6747,""AN5"":-1.9203,""AN6"":-3.7596,""AN7"":-1.7304,""AN8"":0.77808,""AN9"":4.4928,""AN10"":-1.6672,""SPEED"":3.3025486225051305E-4,""ID"":688.0,""TIMESTAMP"":""2020-06-09 11:56:06""}"
87360.0,"{""AN3"":-4.5506,""AN4"":-1.0232,""AN5"":-0.81374,""AN6"":-3.784,""AN7"":-0.66978,""AN8"":4.175,""AN9"":8.2273,""AN10"":-0.46804,""SPEED"":9.56004838566896E-4,""ID"":564.0,""TIMESTAMP"":""2020-06-09 11:54:02""}"
13007.0,"{""AN3"":1.4017,""AN4"":1.9737,""AN5"":1.9113,""AN6"":9.9486,""AN7"":5.0587,""AN8"":2.2315,""AN9"":-9.0899,""AN10"":-0.74103,""SPEED"":5.1269131035372114E-5,""ID"":737.0,""TIMESTAMP"":""2020-06-09 11:56:55""}"
56054.0,"{""AN3"":4.391,""AN4"":-5.869,""AN5"":-3.6926,""AN6"":1.8603,""AN7"":3.9354,""AN8"":-10.63,""AN9"":-0.63486,""AN10"":-2.9989,""SPEED"":3.0124920602039065E-4,""ID"":702.0,""TIMESTAMP"":""2020-06-09 11:56:20""}"
72602.0,"{""AN3"":-2.0976,""AN4"":-1.6558,""AN5"":-1.3427,""AN6"":-3.3911,""AN7"":3.6016,""AN8"":4.7284,""AN9"":-9.6806,""AN10"":2.1679,""SPEED"":2.8895243052299744E-4,""ID"":632.0,""TIMESTAMP"":""2020-06-09 11:55:10""}"
80748.0,"{""AN3"":5.6671,""AN4"":-0.39442,""AN5"":5.4544,""AN6"":-3.5888,""AN7"":-3.4901,""AN8"":-3.181,""AN9"":6.2222,""AN10"":-2.8879,""SPEED"":5.610241240009704E-4,""ID"":668.0,""TIMESTAMP"":""2020-06-09 11:55:46""}"
79937.0,"{""AN3"":-3.2819,""AN4"":2.1091,""AN5"":2.0641,""AN6"":9.4881,""AN7"":3.6572,""AN8"":6.8554,""AN9"":0.27253,""AN10"":-1.3224,""SPEED"":7.458208775326751E-4,""ID"":556.0,""TIMESTAMP"":""2020-06-09 11:53:54""}"
26568.0,"{""AN3"":-5.1491,""AN4"":3.6637,""AN5"":-0.91408,""AN6"":1.4647,""AN7"":5.1573,""AN8"":1.5436,""AN9"":4.3796,""AN10"":1.5637,""SPEED"":6.629210719227518E-4,""ID"":502.0,""TIMESTAMP"":""2020-06-09 11:53:00""}"
95208.0,"{""AN3"":-0.90268,""AN4"":4.5386,""AN5"":-6.3005,""AN6"":2.4097,""AN7"":0.39278,""AN8"":-7.1838,""AN9"":8.0325,""AN10"":-3.4952,""SPEED"":8.336328820191424E-4,""ID"":657.0,""TIMESTAMP"":""2020-06-09 11:55:35""}"
29736.0,"{""AN3"":-3.1395,""AN4"":4.0408,""AN5"":4.2289,""AN6"":-2.2083,""AN7"":2.6952,""AN8"":-3.5616,""AN9"":0.80131,""AN10"":0.20269,""SPEED"":3.508024995419201E-5,""ID"":691.0,""TIMESTAMP"":""2020-06-09 11:56:09""}"
4235.0,"{""AN3"":1.9769,""AN4"":-0.843,""AN5"":-1.5859,""AN6"":-0.70343,""AN7"":0.59839,""AN8"":-1.231,""AN9"":3.1049,""AN10"":2.2886,""SPEED"":5.655393617401608E-4,""ID"":581.0,""TIMESTAMP"":""2020-06-09 11:54:19""}"
4886.0,"{""AN3"":-3.9879,""AN4"":0.27097,""AN5"":5.4364,""AN6"":4.643,""AN7"":-0.99069,""AN8"":-0.66041,""AN9"":-4.1314,""AN10"":5.004,""SPEED"":8.925383595898917E-4,""ID"":658.0,""TIMESTAMP"":""2020-06-09 11:55:36""}"
59895.0,"{""AN3"":-3.6774,""AN4"":0.95365,""AN5"":-3.7064,""AN6"":2.1125,""AN7"":-2.9662,""AN8"":-1.9016,""AN9"":2.1018,""AN10"":-0.60081,""SPEED"":2.4139842213329653E-4,""ID"":745.0,""TIMESTAMP"":""2020-06-09 11:57:03""}"
19607.0,"{""AN3"":-5.4885,""AN4"":5.6262,""AN5"":-2.3846,""AN6"":5.3734,""AN7"":-9.8921,""AN8"":0.061886,""AN9"":-8.2307,""AN10"":-1.7778,""SPEED"":8.057198050597424E-4,""ID"":746.0,""TIMESTAMP"":""2020-06-09 11:57:04""}"
11215.0,"{""AN3"":3.7498,""AN4"":0.93221,""AN5"":4.6471,""AN6"":-3.8877,""AN7"":5.1727,""AN8"":-11.492,""AN9"":3.8632,""AN10"":0.12971,""SPEED"":5.585824265718891E-4,""ID"":629.0,""TIMESTAMP"":""2020-06-09 11:55:07""}"
85021.0,"{""AN3"":-3.6378,""AN4"":-2.1183,""AN5"":2.2122,""AN6"":-5.0676,""AN7"":0.49213,""AN8"":-2.8736,""AN9"":-3.5573,""AN10"":-1.8117,""SPEED"":4.444323232647599E-4,""ID"":526.0,""TIMESTAMP"":""2020-06-09 11:53:24""}"
83181.0,"{""AN3"":0.34667,""AN4"":2.6621,""AN5"":1.0416,""AN6"":-2.4013,""AN7"":-1.8241,""AN8"":9.1239,""AN9"":3.7203,""AN10"":8.0829,""SPEED"":2.442731466118716E-4,""ID"":579.0,""TIMESTAMP"":""2020-06-09 11:54:17""}"
30340.0,"{""AN3"":2.4828,""AN4"":1.4381,""AN5"":-2.2303,""AN6"":3.5172,""AN7"":0.13005,""AN8"":3.9897,""AN9"":7.7487,""AN10"":-3.8507,""SPEED"":8.317063567645366E-5,""ID"":581.0,""TIMESTAMP"":""2020-06-09 11:54:19""}"
99909.0,"{""AN3"":-1.9765,""AN4"":3.5241,""AN5"":-9.7658,""AN6"":-3.8249,""AN7"":-2.5426,""AN8"":-12.829,""AN9"":-6.5839,""AN10"":-3.9305,""SPEED"":9.062848774871043E-4,""ID"":716.0,""TIMESTAMP"":""2020-06-09 11:56:34""}"
91048.0,"{""AN3"":-0.32418,""AN4"":0.56018,""AN5"":-2.7036,""AN6"":-6.2343,""AN7"":6.6717,""AN8"":4.5372,""AN9"":6.6246,""AN10"":3.1734,""SPEED"":7.289425589009703E-4,""ID"":653.0,""TIMESTAMP"":""2020-06-09 11:55:31""}"
57805.0,"{""AN3"":-5.2827,""AN4"":-2.7299,""AN5"":1.8632,""AN6"":-2.0487,""AN7"":1.1165,""AN8"":-2.1932,""AN9"":-3.4117,""AN10"":0.34928,""SPEED"":6.870605197270935E-4,""ID"":542.0,""TIMESTAMP"":""2020-06-09 11:53:40""}"
41715.0,"{""AN3"":-2.6738,""AN4"":1.7008,""AN5"":3.3862,""AN6"":3.1038,""AN7"":0.65443,""AN8"":8.5303,""AN9"":0.79479,""AN10"":3.9746,""SPEED"":8.295603022041011E-4,""ID"":612.0,""TIMESTAMP"":""2020-06-09 11:54:50""}"
20446.0,"{""AN3"":-2.8612,""AN4"":0.35579,""AN5"":7.53,""AN6"":6.3913,""AN7"":-0.80887,""AN8"":13.389,""AN9"":5.0381,""AN10"":-8.8282,""SPEED"":1.839582180941488E-4,""ID"":616.0,""TIMESTAMP"":""2020-06-09 11:54:54""}"
72658.0,"{""AN3"":2.096,""AN4"":-0.77179,""AN5"":4.4663,""AN6"":4.931,""AN7"":0.15206,""AN8"":1.5953,""AN9"":-0.89248,""AN10"":-0.92016,""SPEED"":3.9412742018371717E-4,""ID"":617.0,""TIMESTAMP"":""2020-06-09 11:54:55""}"
14133.0,"{""AN3"":-1.3777,""AN4"":-0.72133,""AN5"":1.0169,""AN6"":-7.4971,""AN7"":1.6009,""AN8"":2.032,""AN9"":6.0116,""AN10"":5.3931,""SPEED"":7.089498975500894E-4,""ID"":582.0,""TIMESTAMP"":""2020-06-09 11:54:20""}"
72010.0,"{""AN3"":1.4305,""AN4"":2.4734,""AN5"":-1.1882,""AN6"":2.626,""AN7"":1.1796,""AN8"":-1.3138,""AN9"":3.2474,""AN10"":4.387,""SPEED"":8.873462817044123E-4,""ID"":730.0,""TIMESTAMP"":""2020-06-09 11:56:48""}"
67332.0,"{""AN3"":-1.7846,""AN4"":2.3865,""AN5"":1.2476,""AN6"":-3.4942,""AN7"":1.2509,""AN8"":-2.5241,""AN9"":0.51132,""AN10"":1.7661,""SPEED"":5.052820362010102E-4,""ID"":685.0,""TIMESTAMP"":""2020-06-09 11:56:03""}"
41918.0,"{""AN3"":5.0795,""AN4"":-3.2218,""AN5"":2.146,""AN6"":-5.4357,""AN7"":2.6539,""AN8"":11.766,""AN9"":-2.2548,""AN10"":-0.023519,""SPEED"":8.757708992988263E-4,""ID"":714.0,""TIMESTAMP"":""2020-06-09 11:56:32""}"
81640.0,"{""AN3"":2.2057,""AN4"":1.67,""AN5"":0.72019,""AN6"":5.9765,""AN7"":-1.7871,""AN8"":-8.9804,""AN9"":12.211,""AN10"":-0.43075,""SPEED"":5.967249994974749E-4,""ID"":553.0,""TIMESTAMP"":""2020-06-09 11:53:51""}"
41365.0,"{""AN3"":0.71851,""AN4"":-6.6804,""AN5"":-4.5423,""AN6"":-12.306,""AN7"":2.1384,""AN8"":4.1091,""AN9"":3.8919,""AN10"":-4.9168,""SPEED"":7.305126294115475E-4,""ID"":671.0,""TIMESTAMP"":""2020-06-09 11:55:49""}"
69602.0,"{""AN3"":3.5199,""AN4"":-2.4364,""AN5"":-4.0409,""AN6"":4.6979,""AN7"":2.6235,""AN8"":2.9034,""AN9"":-20.103,""AN10"":0.97753,""SPEED"":6.783624608088682E-4,""ID"":619.0,""TIMESTAMP"":""2020-06-09 11:54:57""}"
82506.0,"{""AN3"":-6.993,""AN4"":-0.2093,""AN5"":9.487,""AN6"":-0.7214,""AN7"":-8.0287,""AN8"":6.1726,""AN9"":-0.79795,""AN10"":4.7775,""SPEED"":2.2992423492335757E-4,""ID"":551.0,""TIMESTAMP"":""2020-06-09 11:53:49""}"
92127.0,"{""AN3"":-0.17326,""AN4"":-0.27076,""AN5"":-6.9403,""AN6"":-2.8407,""AN7"":-1.1558,""AN8"":-7.6554,""AN9"":-16.032,""AN10"":3.4176,""SPEED"":7.850494456697174E-4,""ID"":585.0,""TIMESTAMP"":""2020-06-09 11:54:23""}"
51208.0,"{""AN3"":2.6784,""AN4"":-1.657,""AN5"":-0.73739,""AN6"":0.97405,""AN7"":2.1269,""AN8"":4.2738,""AN9"":2.6167,""AN10"":-0.88326,""SPEED"":9.500192495935797E-4,""ID"":746.0,""TIMESTAMP"":""2020-06-09 11:57:04""}"
60221.0,"{""AN3"":-2.3769,""AN4"":0.86758,""AN5"":7.6496,""AN6"":7.4515,""AN7"":-4.2456,""AN8"":17.144,""AN9"":-6.4185,""AN10"":1.9669,""SPEED"":3.945649671022661E-4,""ID"":596.0,""TIMESTAMP"":""2020-06-09 11:54:34""}"
26819.0,"{""AN3"":5.7627,""AN4"":3.8803,""AN5"":-0.52228,""AN6"":-1.1189,""AN7"":-5.9908,""AN8"":-6.0809,""AN9"":-2.508,""AN10"":4.0236,""SPEED"":5.734312077446625E-4,""ID"":537.0,""TIMESTAMP"":""2020-06-09 11:53:35""}"
