ID,AN3,AN4,AN5,AN6,AN7,AN8,AN9,AN10,SPEED,TORQUE,TIMESTAMP,status
204.0,-1.4051,-1.5363,-1.1718,-5.7177,5.2331,-1.8748,-1.5274,-0.89041,5.9814E-4,null,2020-05-31T10:44:32.000Z,healthy
698.0,4.9069,-2.6568,-5.9248,0.89151,3.7826,0.16128,4.7978,0.33784,9.634447467351503E-4,null,2020-06-09T11:56:16.000Z,damaged
612.0,3.1359,-2.5564,-0.3588,-3.0604,2.709,1.3335,-6.3015,5.0364,6.626683486377484E-4,null,2020-06-09T11:54:50.000Z,damaged
500.0,-1.5133,5.2715,-3.1209,2.3814,0.83124,-1.1198,3.9678,-1.5785,8.462001344675984E-4,null,2020-06-09T11:52:58.000Z,healthy
501.0,-0.2182,-3.2836,1.3893,0.081579,4.8966,11.537,4.1192,3.007,9.549664639778044E-5,null,2020-06-09T11:52:59.000Z,damaged
248.0,0.44586,2.1399,-0.9482,2.1229,-3.4082,4.5761,-1.8446,-0.40515,5.9686E-4,null,2020-05-27T18:33:58.000Z,healthy
99.0,1.4206,2.0872,1.6218,2.4636,-1.3836,-4.3795,0.26232,-0.18885,6.0843E-4,null,2020-05-13T15:04:40.000Z,healthy
227.0,-0.20307,0.14332,1.2281,-0.34082,-0.48905,-8.9568,-1.9742,1.3383,6.3417E-4,null,2020-05-10T21:13:16.000Z,healthy
387.0,1.0024,-0.57653,0.63781,2.613,7.2384,2.4634,-4.4067,0.4337,4.8983,null,2020-05-27T18:36:23.000Z,healthy
239.0,1.2056,0.68643,2.3801,-2.876,2.6761,1.0996,0.96917,-1.9889,6.0972E-4,null,2020-06-04T09:40:14.000Z,healthy
680.0,0.44393,-5.9762,4.0352,2.3942,2.667,7.4875,1.0831,-5.2939,5.206493264117458E-4,null,2020-06-09T11:55:58.000Z,damaged
93.0,0.090963,-1.0083,1.7925,-4.2149,0.93735,5.0581,2.6617,1.0704,6.1744E-4,null,2020-05-29T19:30:04.000Z,healthy
352.0,-0.49643,0.46612,1.2119,-0.3159,-0.7305,4.5956,2.5709,0.23386,6.0586E-4,null,2020-05-19T19:07:39.000Z,healthy
592.0,-1.1525,2.5541,-5.1305,3.7314,-6.1638,-3.8294,-6.9674,0.36721,3.098484394821542E-4,null,2020-06-09T11:54:30.000Z,damaged
623.0,-4.3803,-2.7113,2.3769,-3.591,2.4377,10.473,2.8004,0.95947,2.2371364364848E-4,null,2020-06-09T11:55:01.000Z,damaged
670.0,-0.24515,0.49213,-0.73127,-3.2545,-2.4118,-9.4513,8.871,5.9057,5.512922365026468E-4,null,2020-06-09T11:55:48.000Z,damaged
430.0,0.99852,3.2742,-0.54042,1.9596,1.6994,1.5907,0.70028,-1.4757,6.2001E-4,null,2020-05-11T19:19:10.000Z,healthy
599.0,5.2321,-6.589,6.4832,3.4248,2.3993,-10.605,-4.7296,0.58294,3.223827458546611E-4,null,2020-06-09T11:54:37.000Z,damaged
500.0,-0.29207,-0.6279,-1.1529,-1.1701,-2.418,-4.0661,-2.0375,0.48329,6.4316E-4,null,2020-06-04T03:36:43.000Z,damaged
299.0,0.18476,0.10885,-0.97825,0.8541,-1.4079,5.6636,2.8799,-5.5449,5.9943E-4,null,2020-05-11T18:25:46.000Z,healthy
192.0,-0.11706,1.3493,-0.64739,-6.317,-1.253,-9.2007,-3.2346,-1.227,6.2773E-4,null,2020-05-18T05:42:52.000Z,healthy
589.0,-3.7003,-4.9158,-1.5373,0.13537,-4.3489,11.793,-0.31828,8.2296,5.024299713210638E-4,null,2020-06-09T11:54:27.000Z,damaged
39.0,-0.031479,-4.8388,0.58942,-3.1541,2.312,-1.6553,-0.75404,0.9419,-0.0057422,null,2020-05-16T02:28:19.000Z,healthy
717.0,0.73529,2.2854,-2.5953,-0.94853,1.039,5.3616,-5.4277,-4.1523,2.3294536240449527E-5,null,2020-06-09T11:56:35.000Z,damaged
589.0,-4.0578,0.83588,-3.7653,0.58711,-3.7601,-4.1669,-6.575,-1.4963,4.125860817421421E-4,null,2020-06-09T11:54:27.000Z,damaged
653.0,1.1728,2.4371,-5.0896,-4.1839,2.2806,7.3633,-1.3062,5.6524,4.7660271883018403E-4,null,2020-06-09T11:55:31.000Z,damaged
478.0,-2.101,-2.9198,0.36793,-0.77379,0.4778,-6.3094,-0.98269,-0.72385,6.1615E-4,null,2020-05-26T15:22:58.000Z,healthy
222.0,0.74394,2.2749,3.0497,3.5958,5.8688,1.626,0.60085,-3.0091,5.9814E-4,null,2020-05-09T10:41:25.000Z,healthy
633.0,-0.084678,0.35982,0.92124,2.9202,-1.4142,4.3873,2.1519,2.7323,4.873845188878346E-4,null,2020-06-09T11:55:11.000Z,damaged
447.0,-0.86361,-0.68405,-1.3151,-0.67172,2.583,-3.5523,-0.15539,1.3023,6.1872E-4,null,2020-06-05T05:49:49.000Z,healthy
656.0,4.5751,-2.7358,-2.5137,-6.6757,-2.3507,-7.2252,6.4196,-0.37197,6.13554825491196E-4,null,2020-06-09T11:55:34.000Z,damaged
315.0,-0.63492,2.2842,0.30281,3.1209,-6.5552,2.4359,1.5107,-1.6397,6.1872E-4,null,2020-05-20T08:18:14.000Z,healthy
640.0,-3.1592,-0.3715,-3.2884,-4.9926,-0.66145,1.1938,-7.0593,0.6931,8.7074244309331E-4,null,2020-06-09T11:55:18.000Z,damaged
725.0,-3.9875,0.21896,0.033862,-7.4116,-2.9451,-5.998,-11.109,4.057,3.6647921830042663E-4,null,2020-06-09T11:56:43.000Z,damaged
610.0,-1.2217,-2.6063,-0.94675,-2.5357,-6.7291,4.3023,1.0656,3.055,8.839463247849653E-4,null,2020-06-09T11:54:48.000Z,damaged
30.0,-1.1934,2.6155,1.5484,3.7901,0.68661,-2.5127,-0.68969,-0.33334,6.0201E-4,null,2020-06-04T10:37:06.000Z,healthy
645.0,-5.5645,2.8153,1.5182,-2.3836,-0.042717,3.9183,8.2552,2.4345,4.933339842633866E-4,null,2020-06-09T11:55:23.000Z,damaged
152.0,-0.096482,-0.99077,3.214,1.6065,2.8272,0.30473,0.071326,2.9647,6.2001E-4,null,2020-05-25T17:15:17.000Z,healthy
530.0,3.6123,-2.7727,1.3802,3.0792,-4.0046,2.9292,3.6182,-4.9178,6.20791920004733E-5,null,2020-06-09T11:53:28.000Z,damaged
501.0,-2.2699,1.0381,1.2356,0.69768,-1.8109,0.79375,-0.32936,-9.2167,9.810696315086592E-4,null,2020-06-09T11:52:59.000Z,damaged
519.0,3.6889,1.8654,-2.252,-3.9421,-1.2651,-9.311,2.8656,5.0253,2.1620203559670893E-4,null,2020-06-09T11:53:17.000Z,damaged
506.0,-2.742,2.7803,-0.64183,-0.049955,-1.2501,2.1691,2.6651,-1.2499,1.1298201510640815E-4,null,2020-06-09T11:53:04.000Z,damaged
410.0,-0.59124,1.0463,1.992,3.7481,2.2291,11.76,1.6407,-2.7661,6.1744E-4,null,2020-06-05T00:17:03.000Z,healthy
193.0,0.28856,-0.6821,1.9249,0.024189,-0.38026,5.7496,-0.77158,0.45504,6.6632E-4,null,2020-05-12T04:31:38.000Z,healthy
506.0,0.4122,-0.46528,3.1124,-3.3685,-2.2885,-0.86853,13.751,-6.4991,8.2243284767582E-4,null,2020-06-09T11:53:04.000Z,damaged
131.0,-0.85448,0.30458,-0.43721,2.8042,3.0978,-1.757,-0.30705,-2.9741,6.2644E-4,null,2020-05-26T13:03:38.000Z,healthy
526.0,-0.10211,-0.32799,2.3595,-4.9572,4.3443,-8.9931,4.8135,-2.8217,7.593101798218938E-4,null,2020-06-09T11:53:24.000Z,damaged
269.0,1.5138,-4.9033,0.085467,-1.8757,0.69306,-0.30655,2.8869,0.94213,6.0071E-4,null,2020-05-28T16:44:10.000Z,healthy
339.0,-0.1132,0.86145,0.69752,4.8173,-0.9757,4.1539,-1.9052,-3.6463,6.3674E-4,null,2020-05-25T18:34:26.000Z,healthy
728.0,-0.62029,-0.16326,8.488,-2.8848,3.052,3.9367,12.33,-2.0559,4.445648544299402E-4,null,2020-06-09T11:56:46.000Z,damaged
583.0,-2.9893,-5.0788,1.3543,-0.58364,-2.9935,-5.6615,-4.7057,-2.825,2.082682240387924E-4,null,2020-06-09T11:54:21.000Z,damaged
563.0,-2.4637,1.6953,-1.1283,-2.5291,6.6386,-6.8147,18.831,-0.42731,4.0647535230806965E-4,null,2020-06-09T11:54:01.000Z,damaged
618.0,1.6827,-1.2167,-1.1115,-5.699,4.8874,0.21259,9.8495,-5.3171,9.039843217172203E-4,null,2020-06-09T11:54:56.000Z,damaged
301.0,-0.18318,5.7255,-0.44765,-0.062285,-5.2598,-1.0189,2.6962,-1.1039,5.6598E-4,null,2020-06-03T05:46:06.000Z,healthy
201.0,-1.0625,2.9766,0.19433,4.4238,-1.0738,0.16022,-0.087169,-0.48784,5.8785E-4,null,2020-05-24T20:04:41.000Z,healthy
138.0,-1.3881,3.8951,0.71034,0.55005,2.604,-0.83735,0.59195,0.27319,6.2902E-4,null,2020-05-12T08:26:30.000Z,healthy
571.0,-5.1402,3.21,2.7661,-5.1004,-5.2991,-3.9905,0.12138,8.3402,7.271439306277576E-4,null,2020-06-09T11:54:09.000Z,damaged
613.0,-1.2852,2.2672,0.084887,-5.2992,-0.67466,-7.8233,7.2689,-1.7792,2.0320865040774028E-4,null,2020-06-09T11:54:51.000Z,damaged
684.0,-1.8492,2.6623,5.8599,4.1505,5.3536,-1.2986,3.107,-11.819,2.6818729860491507E-4,null,2020-06-09T11:56:02.000Z,damaged
464.0,0.52969,1.3795,-2.2133,-1.3483,1.0149,-1.3506,-1.1767,-5.2022,6.0201E-4,null,2020-05-26T01:36:34.000Z,healthy
715.0,0.69138,-1.407,-5.82,-8.4654,-2.104,-3.3469,-3.8659,0.55163,4.376359619261857E-4,null,2020-06-09T11:56:33.000Z,damaged
641.0,2.7172,-0.97901,-1.6632,-4.3623,2.8338,8.8365,7.3222,1.4698,4.998846399959497E-4,null,2020-06-09T11:55:19.000Z,damaged
300.0,0.50851,2.0379,-3.0396,2.5569,1.6034,-4.6388,-3.1093,-0.45889,6.123E-4,null,2020-05-15T14:35:03.000Z,healthy
588.0,4.2535,-1.1611,5.96,8.7098,0.38837,1.7041,-12.421,1.2187,8.286438813206222E-4,null,2020-06-09T11:54:26.000Z,damaged
522.0,2.3721,-4.9156,3.1479,0.05223,-2.2146,-0.26464,-1.268,-4.343,6.978435675019378E-4,null,2020-06-09T11:53:20.000Z,damaged
597.0,-3.325,-7.0304,0.70502,-1.2928,1.7661,2.5669,7.4022,2.1693,6.276322041037225E-4,null,2020-06-09T11:54:35.000Z,damaged
237.0,0.62307,1.2722,-2.525,0.61415,-0.8229,3.3696,-1.1549,0.040307,6.2259E-4,null,2020-05-26T14:24:35.000Z,healthy
271.0,-0.91846,0.32255,0.27993,1.2781,-4.1529,0.89003,-3.3096,0.89244,5.9686E-4,null,2020-05-30T12:41:19.000Z,healthy
583.0,-3.6841,0.031818,0.51989,1.0637,-4.585,-6.8783,-10.109,-0.6299,3.229491378202162E-4,null,2020-06-09T11:54:21.000Z,damaged
8.0,0.10725,-1.3747,2.2169,-0.93827,4.0213,-0.11353,-2.3743,-0.61074,6.4188E-4,null,2020-06-06T21:09:34.000Z,healthy
420.0,-0.79561,2.1132,3.2635,-1.7609,-1.7301,7.1646,-0.67924,-0.60321,6.1615E-4,null,2020-05-19T00:22:08.000Z,healthy
659.0,1.5168,4.3404,-8.4871,-1.1558,-6.5087,1.1295,1.0581,-0.60922,2.674603289337818E-5,null,2020-06-09T11:55:37.000Z,damaged
664.0,-0.62658,2.2462,-1.9903,0.8037,-1.7294,2.9389,-7.6418,-2.6281,4.4582035027106024E-4,null,2020-06-09T11:55:42.000Z,damaged
276.0,0.096271,-1.9483,-1.1694,-2.088,0.54646,-5.6536,-4.8978,-0.26288,6.3159E-4,null,2020-06-04T07:33:38.000Z,healthy
537.0,5.1568,4.0477,-1.8467,-8.7026,0.6718,3.4799,-2.2259,4.6363,8.83197962289457E-4,null,2020-06-09T11:53:35.000Z,damaged
553.0,-0.12324,-1.7744,4.8346,2.3881,-3.1894,5.6745,5.427,7.1036,5.582354032832648E-4,null,2020-06-09T11:53:51.000Z,damaged
643.0,4.2786,-3.6125,1.7163,6.8476,-1.5959,-9.9895,-9.1958,-5.2344,1.9568919291635667E-4,null,2020-06-09T11:55:21.000Z,damaged
725.0,-0.47309,-2.0131,4.8463,0.7256,-3.3528,3.8183,-3.9828,-0.493,3.994934259415003E-4,null,2020-06-09T11:56:43.000Z,damaged
747.0,3.687,6.36,-2.4262,0.11896,-0.18895,-7.5896,-4.7922,-1.7496,6.101380110495904E-4,null,2020-06-09T11:57:05.000Z,damaged
700.0,6.1149,1.0783,2.5411,6.1608,3.6802,-2.6503,3.0038,-0.95877,4.4822970829266185E-4,null,2020-06-09T11:56:18.000Z,damaged
87.0,1.1341,-0.49688,-1.8266,-2.6976,-0.66817,-2.4285,-0.62507,0.25328,6.1744E-4,null,2020-06-03T02:34:39.000Z,healthy
621.0,-3.6559,1.959,-4.9611,6.2299,-6.9321,-4.557,-12.27,-0.66079,4.6414294926862986E-4,null,2020-06-09T11:54:59.000Z,damaged
123.0,0.80945,-1.5948,0.3453,-3.5459,-1.406,-1.7077,0.51045,-0.23281,6.1872E-4,null,2020-05-12T04:00:23.000Z,healthy
654.0,1.5935,4.3822,-3.6322,-0.76621,1.6932,-1.9297,-2.7616,0.26954,4.021111306115098E-4,null,2020-06-09T11:55:32.000Z,damaged
105.0,-0.8385,-0.32068,0.29175,-2.3753,-5.8259,0.49928,-0.81775,-0.76809,6.1744E-4,null,2020-06-07T13:21:34.000Z,healthy
712.0,5.7905,-2.9192,2.1066,-0.72847,-8.3881,3.9462,-3.3758,-1.3285,7.757931926542873E-4,null,2020-06-09T11:56:30.000Z,damaged
620.0,-5.6879,1.3597,3.5529,-2.1041,7.967,6.7276,5.5932,-1.4587,7.240379027737267E-4,null,2020-06-09T11:54:58.000Z,damaged
230.0,-0.67976,-3.7182,0.94277,0.38315,-1.9045,-1.9679,-2.0851,2.2938,6.3545E-4,null,2020-05-26T03:51:27.000Z,healthy
662.0,6.8236,-0.29419,3.9902,3.3654,0.8529,-10.11,2.3096,-7.2076,8.941007971338072E-4,null,2020-06-09T11:55:40.000Z,damaged
404.0,-0.27011,-2.076,0.69601,4.4786,2.1273,-4.8745,-5.1981,1.8315,6.2129E-4,null,2020-05-16T13:57:49.000Z,healthy
555.0,1.9677,-0.25119,0.67773,9.543,2.9387,-2.1362,-5.3634,-0.78847,4.1132232056855054E-4,null,2020-06-09T11:53:53.000Z,damaged
632.0,2.2595,-2.1901,6.6411,10.454,1.7624,1.6288,3.9346,-3.5993,9.393577540030928E-5,null,2020-06-09T11:55:10.000Z,damaged
681.0,-0.59769,-0.90257,-4.0261,-11.598,5.6234,-6.7517,5.0542,4.9703,2.568111775336335E-4,null,2020-06-09T11:55:59.000Z,damaged
647.0,-0.34979,-2.4426,8.8861,4.8074,0.85873,7.9795,6.2715,-6.3909,8.161669320652262E-4,null,2020-06-09T11:55:25.000Z,damaged
410.0,0.15483,1.6075,0.73561,2.0578,0.70893,0.18759,0.98722,0.75092,6.3931E-4,null,2020-05-27T03:37:53.000Z,healthy
746.0,1.9513,1.6153,-6.097,-4.4147,0.74593,-0.043367,9.6209,-1.7343,4.2368245511223635E-4,null,2020-06-09T11:57:04.000Z,damaged
461.0,-1.033,0.49467,0.80425,-2.996,-2.7415,-2.4747,-2.2064,-0.59352,6.0972E-4,null,2020-06-05T19:15:12.000Z,healthy
58.0,1.368,0.7401,0.0081586,2.6734,-3.4075,-1.7245,-2.6437,0.89872,6.11E-4,null,2020-05-17T11:16:57.000Z,healthy
500.0,2.0813,0.7639,-0.53401,2.5717,-2.0208,9.5584,1.1099,-3.8056,6.3287E-4,null,2020-06-04T14:54:32.000Z,damaged
55.0,-0.82239,-0.82019,1.5715,-0.57387,5.4155,-2.2009,-1.6781,-1.046,6.2773E-4,null,2020-05-15T21:53:38.000Z,healthy
659.0,-0.33544,1.5818,3.0061,-2.0953,-1.4996,0.0038764,-5.6234,0.091982,8.885016872910684E-4,null,2020-06-09T11:55:37.000Z,damaged
335.0,-0.037442,-0.85772,-0.77197,-0.21709,-2.4653,0.31797,0.40199,-0.70334,6.1487E-4,null,2020-05-24T14:23:01.000Z,healthy
476.0,2.1428,-1.8379,-0.6,-1.2363,0.62492,-2.1655,0.037538,1.5852,6.123E-4,null,2020-06-04T15:58:43.000Z,healthy
515.0,1.7657,-2.3326,1.5361,-4.9612,-2.3931,-6.2414,1.9706,-5.6711,9.883206273619538E-4,null,2020-06-09T11:53:13.000Z,damaged
453.0,1.9218,1.4257,-0.46877,-0.57278,-1.9481,-3.5464,-0.5633,-3.9593,6.1872E-4,null,2020-05-26T17:14:11.000Z,healthy
606.0,5.3566,1.3723,-0.34142,0.40467,-2.2279,7.6914,-1.4967,-1.3391,9.626896869681761E-4,null,2020-06-09T11:54:44.000Z,damaged
653.0,-0.98656,-0.18924,0.33671,7.6589,2.3802,0.57798,17.147,-0.22926,9.170285634348056E-4,null,2020-06-09T11:55:31.000Z,damaged
197.0,-0.66337,-1.4395,2.0942,1.4598,1.9812,-6.4525,-3.5158,3.4835,6.0329E-4,null,2020-06-02T00:11:16.000Z,healthy
648.0,0.67813,-0.0069524,9.3216,0.51859,-3.7198,-5.1477,2.789,-7.3595,8.944044959243785E-4,null,2020-06-09T11:55:26.000Z,damaged
668.0,1.419,-2.9811,0.75409,-0.83401,4.342,5.0223,0.54135,-7.3558,4.3944312746197866E-4,null,2020-06-09T11:55:46.000Z,damaged
253.0,1.2016,-0.25708,1.683,-2.7293,1.4381,-8.3262,-1.0614,0.44908,5.9172E-4,null,2020-05-22T05:43:17.000Z,healthy
727.0,2.4787,-4.2283,-4.7459,2.0684,2.2384,2.6296,-1.5247,2.5141,5.355116624079992E-4,null,2020-06-09T11:56:45.000Z,damaged
727.0,-4.5265,-1.7349,-2.2832,-0.59119,-0.11899,7.4688,-2.6852,-0.86617,8.121876973206003E-4,null,2020-06-09T11:56:45.000Z,damaged
602.0,2.8836,-2.1473,0.82114,6.0801,0.54115,-14.865,-15.597,-1.5036,7.15258468336363E-4,null,2020-06-09T11:54:40.000Z,damaged
598.0,-1.055,-1.9153,1.7266,-2.1017,-0.50022,-7.0572,-7.0703,3.1712,1.8070719485829522E-4,null,2020-06-09T11:54:36.000Z,damaged
75.0,-0.3285,0.45107,-1.0454,2.7726,-2.5899,-1.0486,1.8546,0.23489,6.5474E-4,null,2020-05-13T18:51:15.000Z,healthy
582.0,-0.10061,-0.18661,-6.5205,0.89295,4.474,-8.8762,-5.9575,6.0386,3.6750219169380495E-4,null,2020-06-09T11:54:20.000Z,damaged
418.0,-1.0154,2.7948,-2.1624,4.3932,-0.30038,-3.0729,0.86019,-3.1154,6.0201E-4,null,2020-06-04T03:42:52.000Z,healthy
619.0,-2.9568,0.69767,4.7454,0.9078,-5.1559,13.186,-0.61455,8.1439,4.78450108932873E-4,null,2020-06-09T11:54:57.000Z,damaged
167.0,-1.9071,0.80616,1.9773,3.3621,1.3546,5.9166,0.84756,1.2512,6.2773E-4,null,2020-05-14T07:17:41.000Z,healthy
543.0,-1.2424,1.1324,2.916,-1.7969,3.6967,8.6665,7.979,-2.4969,1.4488233278752382E-4,null,2020-06-09T11:53:41.000Z,damaged
567.0,-3.3249,2.4397,-3.4284,0.80753,2.0824,10.007,-2.932,2.2493,6.206588516217335E-4,null,2020-06-09T11:54:05.000Z,damaged
28.0,-0.034412,0.66865,1.0585,3.4349,-1.2195,3.0392,-0.6697,0.55792,5.9686E-4,null,2020-05-19T15:59:20.000Z,healthy
523.0,3.0878,-2.6993,6.2324,-4.5579,0.6154,-2.247,7.6815,-1.0439,6.264492976041249E-4,null,2020-06-09T11:53:21.000Z,damaged
12.0,0.82033,-1.1181,-0.45444,-2.7533,2.0783,-2.5476,-2.9526,0.10186,6.1487E-4,null,2020-05-09T07:06:38.000Z,healthy
373.0,0.59789,-2.2849,0.70381,2.9439,0.19699,-8.5693,-3.2468,2.4047,6.2001E-4,null,2020-05-31T05:27:27.000Z,healthy
622.0,6.9519,-0.088296,0.54179,2.5047,5.9516,-12.41,0.40645,0.34333,8.385875317539171E-4,null,2020-06-09T11:55:00.000Z,damaged
303.0,-0.58375,-1.773,-2.4684,-4.4321,1.6402,2.3819,1.3572,-0.3454,5.6598E-4,null,2020-06-06T10:30:01.000Z,healthy
254.0,0.58444,-3.1598,-0.24765,1.6861,3.1795,1.8301,-1.2993,1.7876,4.8671,null,2020-05-19T23:06:31.000Z,healthy
356.0,-0.061193,0.21213,1.8241,-1.934,1.4124,-3.1118,-0.93201,0.49717,5.8657E-4,null,2020-05-14T17:25:09.000Z,healthy
500.0,-2.3345,-4.4335,5.7621,-0.17478,3.3596,10.314,7.8949,-0.081836,8.019065067319649E-4,null,2020-06-09T11:52:58.000Z,healthy
449.0,-1.3891,2.9409,0.64033,0.20294,-1.0663,-0.8739,-0.63746,-2.2496,6.2387E-4,null,2020-05-14T00:57:34.000Z,healthy
500.0,3.5198,3.4417,-4.6173,-4.1197,3.1277,0.2334,0.516,5.1716,6.015246241850932E-4,null,2020-06-09T11:52:58.000Z,healthy
729.0,3.0877,9.2203E-5,-3.0378,3.2628,4.9095,10.247,-5.224,-2.2843,8.17744255988134E-4,null,2020-06-09T11:56:47.000Z,damaged
42.0,-0.0063463,-0.24924,2.168,-2.0883,2.4973,-2.906,-2.3877,-0.31315,5.8657E-4,null,2020-05-11T02:48:30.000Z,healthy
324.0,-0.51829,-0.56504,1.3908,-0.45063,1.9628,2.8167,2.7416,-1.3658,6.3931E-4,null,2020-05-22T18:36:35.000Z,healthy
738.0,-2.1818,2.437,4.1579,-1.2295,1.9061,-1.7803,-3.0502,-4.7814,1.419326045651782E-4,null,2020-06-09T11:56:56.000Z,damaged
272.0,-1.1564,1.7613,1.6335,0.61874,0.88805,2.0343,0.91939,1.0898,6.303E-4,null,2020-05-10T05:14:32.000Z,healthy
306.0,3.2267,0.49779,-2.3753,-2.2977,0.62324,-0.43323,2.7068,-1.0816,6.2902E-4,null,2020-05-11T11:58:13.000Z,healthy
605.0,1.4279,-7.1703,3.0577,6.1622,-2.9919,3.0437,-11.446,0.26873,1.7118072430558117E-4,null,2020-06-09T11:54:43.000Z,damaged
6.0,-0.1507,0.55932,0.46774,-0.15009,0.95464,0.77162,-0.57517,0.98263,5.9172E-4,null,2020-05-16T21:25:27.000Z,healthy
267.0,-0.83111,-2.1122,1.7951,-1.5511,-3.1223,6.3154,-0.84122,1.0006,6.4703E-4,null,2020-05-21T20:34:03.000Z,healthy
392.0,-1.4182,0.75151,2.744,4.9411,-0.94344,1.2777,-0.82342,0.17066,4.9483,null,2020-05-11T19:37:17.000Z,healthy
549.0,-0.76801,1.6174,4.4378,-1.3418,-4.7295,-9.6872,-10.445,-5.1648,7.492781344006339E-5,null,2020-06-09T11:53:47.000Z,damaged
233.0,0.74615,-1.0387,-1.3715,-1.6044,5.2173,-4.7892,-3.28,-4.7606,6.2129E-4,null,2020-06-04T23:45:47.000Z,healthy
630.0,0.53143,1.2949,-1.4625,-2.726,4.3763,1.4296,3.3432,-2.8144,4.219507135562306E-4,null,2020-06-09T11:55:08.000Z,damaged
64.0,-1.1972,-0.010088,3.3528,5.8437,0.25648,9.0505,0.04979,1.3409,6.0715E-4,null,2020-05-17T03:29:53.000Z,healthy
209.0,-2.3009,0.139,-2.1685,2.5471,-2.9997,5.5182,0.26722,-1.337,5.7884E-4,null,2020-05-17T03:39:18.000Z,healthy
543.0,1.3415,5.7285,-1.8163,-4.0089,-0.69643,-21.843,-4.7831,-6.3388,7.944095647388265E-4,null,2020-06-09T11:53:41.000Z,damaged
676.0,0.64853,1.3955,-2.4358,-4.8071,5.2185,-17.157,6.024,-3.8905,6.357244441319762E-4,null,2020-06-09T11:55:54.000Z,damaged
383.0,-0.28317,-0.028636,-2.3176,2.2643,-1.454,5.6681,-0.4925,0.20737,5.9557E-4,null,2020-06-03T07:02:09.000Z,healthy
463.0,-0.33371,1.0623,0.33072,-1.1943,5.8601,6.3054,1.3358,-0.96512,6.2259E-4,null,2020-06-04T20:01:23.000Z,healthy
599.0,-1.5572,1.9973,1.3981,0.40215,-1.0679,-9.0826,-3.1188,-5.1509,3.6312458664603333E-4,null,2020-06-09T11:54:37.000Z,damaged
747.0,1.2005,-1.4944,-1.7907,-11.993,3.3848,-18.583,-0.18264,-3.7897,4.3849962003857047E-4,null,2020-06-09T11:57:05.000Z,damaged
697.0,1.6133,2.8645,-0.60157,0.69457,1.4062,-1.3935,-7.262,8.2339,7.177396909246383E-4,null,2020-06-09T11:56:15.000Z,damaged
171.0,1.5692,-0.1371,-0.047906,4.4807,-0.47485,-1.8665,-3.2541,-1.0356,6.303E-4,null,2020-05-20T06:39:58.000Z,healthy
588.0,1.1212,1.4752,-5.9046,-1.436,-2.1889,-8.181,-10.283,-2.2558,7.412420165641408E-4,null,2020-06-09T11:54:26.000Z,damaged
593.0,2.4764,-5.9509,-1.4779,-1.1921,0.93488,5.3233,11.016,-2.2633,2.614375265288599E-4,null,2020-06-09T11:54:31.000Z,damaged
686.0,-2.3973,-1.5361,3.3848,0.73015,4.8237,17.646,4.053,-0.86236,9.630926438761692E-4,null,2020-06-09T11:56:04.000Z,damaged
380.0,0.96595,-2.5254,1.3571,-2.1998,0.26913,3.9179,0.81519,1.6215,6.0329E-4,null,2020-05-29T11:21:05.000Z,healthy
747.0,0.5241,-3.571,4.0169,-3.2916,4.5802,2.2407,-4.278,-0.48432,5.833335223472914E-4,null,2020-06-09T11:57:05.000Z,damaged
667.0,-1.5328,-2.6413,-4.4351,-5.3547,-2.4385,-0.4334,-6.0623,2.7519,3.7243753023867197E-4,null,2020-06-09T11:55:45.000Z,damaged
228.0,-0.14236,2.4782,1.2937,-2.175,-5.1018,2.0545,0.63348,0.22738,6.2644E-4,null,2020-05-24T00:08:04.000Z,healthy
69.0,1.7093,1.1711,0.045618,0.091795,-3.3967,1.8829,-0.54099,0.44873,6.4188E-4,null,2020-06-01T15:02:15.000Z,healthy
584.0,0.40393,1.3182,1.8864,2.9773,2.5699,-11.941,-6.0341,-3.8531,1.74873368841423E-4,null,2020-06-09T11:54:22.000Z,damaged
618.0,-1.32,2.018,0.14325,-3.6445,3.6234,11.804,9.7823,0.52996,3.046441616507408E-4,null,2020-06-09T11:54:56.000Z,damaged
319.0,0.57075,0.77724,0.39483,-0.19411,-1.1882,2.8292,-2.0519,-1.2055,5.0436,null,2020-06-04T17:34:49.000Z,healthy
55.0,1.8453,-0.8973,-3.3924,-2.7985,-0.6443,-1.9559,-5.1784,-0.041533,6.0071E-4,null,2020-05-27T00:16:59.000Z,healthy
593.0,-2.5259,0.070715,0.61007,4.293,1.9497,10.923,-4.7947,1.4365,3.254192130667479E-4,null,2020-06-09T11:54:31.000Z,damaged
740.0,-0.84727,-3.4452,-3.8494,1.0062,0.72059,-0.78875,9.4224,0.97379,3.8535135456432666E-4,null,2020-06-09T11:56:58.000Z,damaged
704.0,-1.2739,1.0877,-7.4065,-4.3125,0.22358,-1.1744,-8.8148,2.6308,7.4490740579052E-4,null,2020-06-09T11:56:22.000Z,damaged
447.0,1.014,2.6154,-1.874,-4.398,-3.4274,-3.8706,-0.16532,-3.0121,6.2902E-4,null,2020-06-03T15:33:38.000Z,healthy
339.0,-1.1484,-1.9705,0.38024,-5.4244,3.018,-3.5767,-2.1018,1.1927,6.3417E-4,null,2020-06-03T15:32:35.000Z,healthy
73.0,0.25262,1.9492,-1.3173,0.88228,-2.9044,-0.14854,0.1812,-1.5601,5.9557E-4,null,2020-06-02T10:09:52.000Z,healthy
